transport,electricity,fuel,predicted_emission
21.854305348131312,41.144907108173086,27.562713779938125,32.37017778172131
47.78214378844623,38.75091265778386,32.27389309327215,45.63955274378219
37.93972738151323,11.53852394838614,11.517780154114961,17.09464090211488
31.93963178886665,30.474869657569382,25.74521578506596,29.9770444069238
12.020838819909644,32.811737127151424,23.72634735946245,24.998930636228554
12.01975341512912,33.92936685381403,33.6475543179543,26.450796046414727
7.613762547568976,44.81034215363994,36.4313082982879,29.889476415413213
43.97792655987208,42.016152803612705,2.4619573161406985,32.193501793917434
32.0501755284444,46.47430556760668,27.61275692423412,38.119123811105695
36.86326600082205,55.8929956925277,3.9697603665497025,37.33441528120327
5.92630224331111,58.77914432296561,22.856629272939525,28.716303175124214
48.645943347289744,53.08738457358967,12.930043703659772,45.89059641142618
42.45991883601898,67.33142175729608,13.657510781841365,49.80838517944224
14.555259980522427,11.093954960581698,15.41242313118955,13.272427305384685
13.182123524319527,21.746679141012766,25.609113063885186,19.979720836156023
13.253202943404522,10.453772498688528,14.69389869541323,14.430234419115187
18.690900933179197,48.84848284927618,29.842563922430656,34.9408247068293
28.614039423450702,63.88183293699922,17.372040651807048,44.044181859741435
24.43752583889521,24.608937794577955,4.597421611778428,19.951675971781388
18.105311308911887,65.6220726877784,31.782874014396075,44.84733394764655
32.53338026250708,13.616043417373652,12.858816334522828,20.727237348465554
11.277223729341882,66.06616160833086,18.44514142477198,37.753933201184694
18.146509184084817,31.097361234378063,28.046867562432258,23.414342104962202
21.486282948216125,16.085249706952993,14.633333971651057,18.25913990293812
25.523149289766618,39.15230555117954,4.1502549335751935,25.717780901175246
40.33291826268561,25.40659406323048,16.208999786486917,27.51472322463407
13.985320197126189,27.09237411771537,37.88904614238353,23.033488393810547
28.140549728612523,28.437397895577195,26.38590709734521,25.790733013694712
31.65865559879191,58.18155386995981,27.516207649353863,47.01501303696377
7.090268572399898,42.34967660051527,26.026721838230316,29.406970962194706
32.339518335564726,28.67846194936022,9.561701280458598,29.977214555039993
12.673585565928118,46.6200269986551,17.896686835886644,26.54831442553584
7.927321684337578,52.969040453391614,30.535712337806093,32.86028076092738
47.699849176399994,26.357440044012026,5.852170107020047,27.139214002541227
48.45344148835517,34.81294609152109,12.558405491409065,33.744821605996485
41.37788066524075,17.313165600216855,12.500126121702436,22.93695401043918
18.70761961280168,20.86896097208082,18.416719248591228,22.101211164518322
9.395245130287275,50.86707123789897,39.25401215580303,33.23686092761217
35.79048619304706,20.886300861737617,4.565096773985234,24.975283577533478
24.80686221828206,41.50980302002361,21.710637786462613,32.91218247187891
10.491720568015047,52.54277570334596,8.815857916463997,33.68680035281333
27.28296095500716,16.41261538568463,38.885708725570275,21.752966556645195
6.547483450184828,44.038733177734215,6.305533179643639,25.888622253047412
45.91941809354519,25.393767022081825,17.336838089740468,33.25924085142719
16.645099172000762,67.77561251425479,30.039629423715034,40.38597855030386
34.81350279592919,39.01273880319548,28.77306826504292,37.50933876596809
19.026998424023493,58.359552986509485,18.063688201969427,37.20627585878384
28.403060953001486,43.01359252937571,15.167918382203293,31.87581912830343
29.601962570447583,12.60475197128915,17.109270385009083,17.80680838979459
13.318450498648717,47.989082535641344,12.042498000028292,27.226825512672942
48.63130824940514,67.08420053239942,9.802651670858392,53.26900265261507
39.880977051250156,46.09670920877987,20.35550850723782,38.774328451251016
47.27745237038851,59.151331565607414,12.204282730569078,47.17032408333605
45.2672307692442,63.05238780090447,12.923543266095503,45.22001516952648
31.905499046498832,23.68478631693595,26.956730412033167,25.656718698859123
46.48434057604026,22.722690394493597,38.8044186045959,36.419583218555275
8.982162592336378,46.6588593310595,24.938213621256253,26.428733907442698
13.819228808861533,34.66170818840229,4.925219748468718,20.589115181765766
7.035228000974213,60.39167817200322,4.872177326454545,30.681075265177796
19.639864884346895,64.00138740388067,38.15408239213151,43.52813872337413
22.49047803602669,31.205282758163086,13.297050031678678,24.215267990086154
17.210706429825315,24.212233538468922,5.498545471134067,18.810600999168535
42.29318791183682,56.831530914631706,24.7636943117145,46.71525505470567
21.053899701211517,26.488362132888167,25.69865357503011,25.897633661148387
17.642052935932135,59.3568591108207,26.64318316451015,36.242334143011945
29.42132374212118,35.42429521892577,12.16127705858657,28.10234137411873
11.341590123864318,50.052993957488226,2.5742060001500513,29.397770748006096
41.098864133931784,15.73211883008009,38.67058403926993,30.987467103413895
8.354778965589688,47.43155948059438,11.533935736261895,23.829442648514114
49.40991214702328,37.10606072423374,27.688998945996804,40.23195616726709
39.751014618349586,45.19650779052844,28.851935055390964,36.065220134488726
13.942205669037758,20.080852464691805,25.180281849020457,19.046081767199357
